Package,Module,Smell,Class/Module,Line no,File,Details
kundajelab_deeplift.deeplift.conversion,kerasapi_conversion,Broken modularization,ConvertedModelContainer,517,/Volumes/BrokeExt/NICHE/kundajelab_deeplift/deeplift/conversion/kerasapi_conversion.py,Class 'ConvertedModelContainer' contains only data members without any method implementations.
kundajelab_deeplift.deeplift.conversion,kerasapi_conversion,Insufficient modularization,kerasapi_conversion,1,/Volumes/BrokeExt/NICHE/kundajelab_deeplift/deeplift/conversion/kerasapi_conversion.py,"Module 'kerasapi_conversion' is insufficiently modularized with NOPM: 32, WMC: 97, NOM: 32."
kundajelab_deeplift.deeplift.layers,activations,Broken hierarchy,Activation,11,/Volumes/BrokeExt/NICHE/kundajelab_deeplift/deeplift/layers/activations.py,Class 'Activation' and its superclass 'SingleInputMixin' may not share a proper 'IS-A' relationship.
kundajelab_deeplift.deeplift.layers,activations,Broken hierarchy,Activation,11,/Volumes/BrokeExt/NICHE/kundajelab_deeplift/deeplift/layers/activations.py,Class 'Activation' and its superclass 'OneDimOutputMixin' may not share a proper 'IS-A' relationship.
kundajelab_deeplift.deeplift.layers,convolutional,Broken hierarchy,Conv,15,/Volumes/BrokeExt/NICHE/kundajelab_deeplift/deeplift/layers/convolutional.py,Class 'Conv' and its superclass 'SingleInputMixin' may not share a proper 'IS-A' relationship.
kundajelab_deeplift.deeplift.layers,core,Broken hierarchy,NoOp,502,/Volumes/BrokeExt/NICHE/kundajelab_deeplift/deeplift/layers/core.py,Class 'NoOp' and its superclass 'SingleInputMixin' may not share a proper 'IS-A' relationship.
kundajelab_deeplift.deeplift.layers,core,Broken hierarchy,Dense,525,/Volumes/BrokeExt/NICHE/kundajelab_deeplift/deeplift/layers/core.py,Class 'Dense' and its superclass 'SingleInputMixin' may not share a proper 'IS-A' relationship.
kundajelab_deeplift.deeplift.layers,core,Broken hierarchy,Dense,525,/Volumes/BrokeExt/NICHE/kundajelab_deeplift/deeplift/layers/core.py,Class 'Dense' and its superclass 'OneDimOutputMixin' may not share a proper 'IS-A' relationship.
kundajelab_deeplift.deeplift.layers,core,Broken hierarchy,Merge,592,/Volumes/BrokeExt/NICHE/kundajelab_deeplift/deeplift/layers/core.py,Class 'Merge' and its superclass 'ListInputMixin' may not share a proper 'IS-A' relationship.
kundajelab_deeplift.deeplift.layers,core,Broken hierarchy,Concat,627,/Volumes/BrokeExt/NICHE/kundajelab_deeplift/deeplift/layers/core.py,Class 'Concat' and its superclass 'OneDimOutputMixin' may not share a proper 'IS-A' relationship.
