Package,Module,Smell,Class/Module,Line no,File,Details
DigitalSlideArchive_HistomicsTK.histomicstk.annotations_and_masks.tests,test_annotation_and_mask_utils,Multifaceted abstraction,TestAnnotAndMaskUtils,31,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/annotations_and_masks/tests/test_annotation_and_mask_utils.py,"Class 'TestAnnotAndMaskUtils' has a high LCOM value of 1, indicating it may have multiple responsibilities."
DigitalSlideArchive_HistomicsTK.histomicstk.annotations_and_masks.tests,test_annotations_to_masks_handler,Broken modularization,Cfg,26,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/annotations_and_masks/tests/test_annotations_to_masks_handler.py,Class 'Cfg' contains only data members without any method implementations.
DigitalSlideArchive_HistomicsTK.histomicstk.annotations_and_masks.tests,test_annotations_to_masks_handler,Multifaceted abstraction,TestGetROIMasks,120,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/annotations_and_masks/tests/test_annotations_to_masks_handler.py,"Class 'TestGetROIMasks' has a high LCOM value of 1, indicating it may have multiple responsibilities."
DigitalSlideArchive_HistomicsTK.histomicstk.annotations_and_masks.tests,test_annotations_to_object_mask_handler,Broken modularization,Cfg,24,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/annotations_and_masks/tests/test_annotations_to_object_mask_handler.py,Class 'Cfg' contains only data members without any method implementations.
DigitalSlideArchive_HistomicsTK.histomicstk.annotations_and_masks.tests,test_annotations_to_object_mask_handler,Multifaceted abstraction,TestGetSlideRegionNoMask,113,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/annotations_and_masks/tests/test_annotations_to_object_mask_handler.py,"Class 'TestGetSlideRegionNoMask' has a high LCOM value of 1, indicating it may have multiple responsibilities."
DigitalSlideArchive_HistomicsTK.histomicstk.annotations_and_masks.tests,test_review_gallery,Broken modularization,Cfg,19,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/annotations_and_masks/tests/test_review_gallery.py,Class 'Cfg' contains only data members without any method implementations.
DigitalSlideArchive_HistomicsTK.histomicstk.saliency.tests,test_saliency,Broken modularization,Cfg,31,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/saliency/tests/test_saliency.py,Class 'Cfg' contains only data members without any method implementations.
DigitalSlideArchive_HistomicsTK.histomicstk.utils,general_utils,Broken modularization,Base_HTK_Class,28,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/utils/general_utils.py,Class 'Base_HTK_Class' contains only data members without any method implementations.
DigitalSlideArchive_HistomicsTK.histomicstk.utils,general_utils,Wide hierarchy,Base_HTK_Class,0,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/utils/general_utils.py,Class 'Base_HTK_Class' has a wide hierarchy with 7 direct subclasses.
DigitalSlideArchive_HistomicsTK.histomicstk.utils,girder_convenience_utils,Multifaceted abstraction,girder_convenience_utils,1,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/utils/girder_convenience_utils.py,"Class 'girder_convenience_utils' has a high LCOM value of 0.85, indicating it may have multiple responsibilities."
DigitalSlideArchive_HistomicsTK.histomicstk.utils.tests,test_girder_convenience_utils,Multifaceted abstraction,TestGirderConvenience,26,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/utils/tests/test_girder_convenience_utils.py,"Class 'TestGirderConvenience' has a high LCOM value of 1, indicating it may have multiple responsibilities."
DigitalSlideArchive_HistomicsTK.histomicstk.workflows.tests,test_workflow_runner,Multifaceted abstraction,TestWorkflows,29,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/histomicstk/workflows/tests/test_workflow_runner.py,"Class 'TestWorkflows' has a high LCOM value of 1, indicating it may have multiple responsibilities."
DigitalSlideArchive_HistomicsTK.tests,test_cli_common,Multifaceted abstraction,TestCliCommon,22,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/tests/test_cli_common.py,"Class 'TestCliCommon' has a high LCOM value of 1, indicating it may have multiple responsibilities."
DigitalSlideArchive_HistomicsTK.tests,test_color_conversion,Multifaceted abstraction,TestColorConversion,7,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/tests/test_color_conversion.py,"Class 'TestColorConversion' has a high LCOM value of 1, indicating it may have multiple responsibilities."
DigitalSlideArchive_HistomicsTK.tests,test_feature_extraction,Multifaceted abstraction,TestFeatureExtraction,57,/Volumes/BrokeExt/NICHE/DigitalSlideArchive_HistomicsTK/tests/test_feature_extraction.py,"Class 'TestFeatureExtraction' has a high LCOM value of 1, indicating it may have multiple responsibilities."
