Package,Module,Smell,Class/Module,Line no,File,Details
lululxvi_deepxde.deepxde,callbacks,Insufficient modularization,callbacks,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/callbacks.py,"Module 'callbacks' is insufficiently modularized with NOPM: 0, WMC: 109, NOM: 0."
lululxvi_deepxde.deepxde,callbacks,Wide hierarchy,Callback,0,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/callbacks.py,Class 'Callback' has a wide hierarchy with 9 direct subclasses.
lululxvi_deepxde.deepxde,losses,Multifaceted abstraction,losses,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/losses.py,"Class 'losses' has a high LCOM value of 1, indicating it may have multiple responsibilities."
lululxvi_deepxde.deepxde,model,Insufficient modularization,Model,20,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/model.py,"Class 'Model' is insufficiently modularized with NOPM: 7, WMC: 144, NOM: 22."
lululxvi_deepxde.deepxde,model,Insufficient modularization,model,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/model.py,"Module 'model' is insufficiently modularized with NOPM: 0, WMC: 154, NOM: 0."
lululxvi_deepxde.deepxde.backend,backend,Insufficient modularization,backend,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/backend.py,"Module 'backend' is insufficiently modularized with NOPM: 51, WMC: 51, NOM: 51."
lululxvi_deepxde.deepxde.backend,backend,Multifaceted abstraction,backend,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/backend.py,"Class 'backend' has a high LCOM value of 1, indicating it may have multiple responsibilities."
lululxvi_deepxde.deepxde.backend.jax,tensor,Insufficient modularization,tensor,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/jax/tensor.py,"Module 'tensor' is insufficiently modularized with NOPM: 34, WMC: 38, NOM: 34."
lululxvi_deepxde.deepxde.backend.jax,tensor,Multifaceted abstraction,tensor,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/jax/tensor.py,"Class 'tensor' has a high LCOM value of 1, indicating it may have multiple responsibilities."
lululxvi_deepxde.deepxde.backend.paddle,tensor,Insufficient modularization,tensor,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/paddle/tensor.py,"Module 'tensor' is insufficiently modularized with NOPM: 49, WMC: 52, NOM: 49."
lululxvi_deepxde.deepxde.backend.paddle,tensor,Multifaceted abstraction,tensor,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/paddle/tensor.py,"Class 'tensor' has a high LCOM value of 0.96, indicating it may have multiple responsibilities."
lululxvi_deepxde.deepxde.backend.pytorch,tensor,Insufficient modularization,tensor,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/pytorch/tensor.py,"Module 'tensor' is insufficiently modularized with NOPM: 48, WMC: 50, NOM: 48."
lululxvi_deepxde.deepxde.backend.pytorch,tensor,Multifaceted abstraction,tensor,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/pytorch/tensor.py,"Class 'tensor' has a high LCOM value of 1, indicating it may have multiple responsibilities."
lululxvi_deepxde.deepxde.backend.tensorflow,tensor,Insufficient modularization,tensor,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/tensorflow/tensor.py,"Module 'tensor' is insufficiently modularized with NOPM: 47, WMC: 49, NOM: 47."
lululxvi_deepxde.deepxde.backend.tensorflow,tensor,Multifaceted abstraction,tensor,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/tensorflow/tensor.py,"Class 'tensor' has a high LCOM value of 0.87, indicating it may have multiple responsibilities."
lululxvi_deepxde.deepxde.backend.tensorflow_compat_v1,tensor,Insufficient modularization,tensor,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/tensorflow_compat_v1/tensor.py,"Module 'tensor' is insufficiently modularized with NOPM: 49, WMC: 52, NOM: 49."
lululxvi_deepxde.deepxde.backend.tensorflow_compat_v1,tensor,Multifaceted abstraction,tensor,1,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/backend/tensorflow_compat_v1/tensor.py,"Class 'tensor' has a high LCOM value of 0.88, indicating it may have multiple responsibilities."
lululxvi_deepxde.deepxde.data,constraint,Rebellious hierarchy,Constraint,6,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/data/constraint.py,"Class 'Constraint' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: train_next_batch, test."
lululxvi_deepxde.deepxde.data,data,Rebellious hierarchy,Tuple,28,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/data/data.py,"Class 'Tuple' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: train_next_batch, test."
lululxvi_deepxde.deepxde.data,data,Wide hierarchy,Data,0,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/data/data.py,Class 'Data' has a wide hierarchy with 14 direct subclasses.
lululxvi_deepxde.deepxde.data,dataset,Rebellious hierarchy,DataSet,8,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/data/dataset.py,"Class 'DataSet' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: train_next_batch, test."
lululxvi_deepxde.deepxde.data,function_spaces,Rebellious hierarchy,PowerSeries,73,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/data/function_spaces.py,"Class 'PowerSeries' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: random, eval_one."
lululxvi_deepxde.deepxde.data,function_spaces,Rebellious hierarchy,Chebyshev,100,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/data/function_spaces.py,"Class 'Chebyshev' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: random, eval_one, eval_batch."
lululxvi_deepxde.deepxde.data,function_spaces,Rebellious hierarchy,GRF_KL,181,/Volumes/BrokeExt/NICHE/lululxvi_deepxde/deepxde/data/function_spaces.py,Class 'GRF_KL' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: random.
