Package,Module,Smell,Class/Module,Line no,File,Details
MIC-DKFZ_nnUNet.documentation.competitions.Toothfairy2,inference_script_semseg_only_customInf2,Multifaceted abstraction,inference_script_semseg_only_customInf2,1,/Volumes/BrokeExt/NICHE/MIC-DKFZ_nnUNet/documentation/competitions/Toothfairy2/inference_script_semseg_only_customInf2.py,"Class 'inference_script_semseg_only_customInf2' has a high LCOM value of 1, indicating it may have multiple responsibilities."
MIC-DKFZ_nnUNet.nnunetv2.experiment_planning,plan_and_preprocess_entrypoints,Multifaceted abstraction,plan_and_preprocess_entrypoints,1,/Volumes/BrokeExt/NICHE/MIC-DKFZ_nnUNet/nnunetv2/experiment_planning/plan_and_preprocess_entrypoints.py,"Class 'plan_and_preprocess_entrypoints' has a high LCOM value of 1, indicating it may have multiple responsibilities."
MIC-DKFZ_nnUNet.nnunetv2.experiment_planning,verify_dataset_integrity,Multifaceted abstraction,verify_dataset_integrity,1,/Volumes/BrokeExt/NICHE/MIC-DKFZ_nnUNet/nnunetv2/experiment_planning/verify_dataset_integrity.py,"Class 'verify_dataset_integrity' has a high LCOM value of 1, indicating it may have multiple responsibilities."
MIC-DKFZ_nnUNet.nnunetv2.experiment_planning.experiment_planners.resampling,resample_with_torch,Multifaceted abstraction,nnUNetPlannerResEncL_torchres,10,/Volumes/BrokeExt/NICHE/MIC-DKFZ_nnUNet/nnunetv2/experiment_planning/experiment_planners/resampling/resample_with_torch.py,"Class 'nnUNetPlannerResEncL_torchres' has a high LCOM value of 1, indicating it may have multiple responsibilities."
MIC-DKFZ_nnUNet.nnunetv2.experiment_planning.experiment_planners.resampling,resample_with_torch,Multifaceted abstraction,nnUNetPlannerResEncL_torchres_sepz,67,/Volumes/BrokeExt/NICHE/MIC-DKFZ_nnUNet/nnunetv2/experiment_planning/experiment_planners/resampling/resample_with_torch.py,"Class 'nnUNetPlannerResEncL_torchres_sepz' has a high LCOM value of 1, indicating it may have multiple responsibilities."
MIC-DKFZ_nnUNet.nnunetv2.experiment_planning.experiment_planners.resampling,resample_with_torch,Multifaceted abstraction,nnUNetPlanner_torchres,127,/Volumes/BrokeExt/NICHE/MIC-DKFZ_nnUNet/nnunetv2/experiment_planning/experiment_planners/resampling/resample_with_torch.py,"Class 'nnUNetPlanner_torchres' has a high LCOM value of 1, indicating it may have multiple responsibilities."
MIC-DKFZ_nnUNet.nnunetv2.experiment_planning.experiment_planners.residual_unets,residual_encoder_unet_planners,Broken modularization,nnUNetPlannerResEncM,221,/Volumes/BrokeExt/NICHE/MIC-DKFZ_nnUNet/nnunetv2/experiment_planning/experiment_planners/residual_unets/residual_encoder_unet_planners.py,Class 'nnUNetPlannerResEncM' contains only data members without any method implementations.
MIC-DKFZ_nnUNet.nnunetv2.experiment_planning.experiment_planners.residual_unets,residual_encoder_unet_planners,Broken modularization,nnUNetPlannerResEncL,247,/Volumes/BrokeExt/NICHE/MIC-DKFZ_nnUNet/nnunetv2/experiment_planning/experiment_planners/residual_unets/residual_encoder_unet_planners.py,Class 'nnUNetPlannerResEncL' contains only data members without any method implementations.
MIC-DKFZ_nnUNet.nnunetv2.experiment_planning.experiment_planners.residual_unets,residual_encoder_unet_planners,Broken modularization,nnUNetPlannerResEncXL,272,/Volumes/BrokeExt/NICHE/MIC-DKFZ_nnUNet/nnunetv2/experiment_planning/experiment_planners/residual_unets/residual_encoder_unet_planners.py,Class 'nnUNetPlannerResEncXL' contains only data members without any method implementations.
MIC-DKFZ_nnUNet.nnunetv2.imageio,natural_image_reader_writer,Rebellious hierarchy,NaturalImage2DIO,22,/Volumes/BrokeExt/NICHE/MIC-DKFZ_nnUNet/nnunetv2/imageio/natural_image_reader_writer.py,Class 'NaturalImage2DIO' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: read_seg.
