Package,Module,Smell,Class/Module,Line no,File,Details
rail-berkeley_softlearning.examples.development,__init__,Multifaceted abstraction,__init__,1,/Volumes/BrokeExt/NICHE/rail-berkeley_softlearning/examples/development/__init__.py,"Class '__init__' has a high LCOM value of 1, indicating it may have multiple responsibilities."
rail-berkeley_softlearning.examples.development,main_test,Multifaceted abstraction,TestExperimentRunner,91,/Volumes/BrokeExt/NICHE/rail-berkeley_softlearning/examples/development/main_test.py,"Class 'TestExperimentRunner' has a high LCOM value of 1, indicating it may have multiple responsibilities."
rail-berkeley_softlearning.examples.multi_goal,__init__,Multifaceted abstraction,__init__,1,/Volumes/BrokeExt/NICHE/rail-berkeley_softlearning/examples/multi_goal/__init__.py,"Class '__init__' has a high LCOM value of 1, indicating it may have multiple responsibilities."
rail-berkeley_softlearning.softlearning.distributions.bijectors,conditional_scale_test,Multifaceted abstraction,ScaleBijectorTest,13,/Volumes/BrokeExt/NICHE/rail-berkeley_softlearning/softlearning/distributions/bijectors/conditional_scale_test.py,"Class 'ScaleBijectorTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
rail-berkeley_softlearning.softlearning.distributions.bijectors,conditional_shift,Multifaceted abstraction,ConditionalShift,13,/Volumes/BrokeExt/NICHE/rail-berkeley_softlearning/softlearning/distributions/bijectors/conditional_shift.py,"Class 'ConditionalShift' has a high LCOM value of 1, indicating it may have multiple responsibilities."
rail-berkeley_softlearning.softlearning.distributions.bijectors,real_nvp_flow_test,Multifaceted abstraction,RealNVPFlowTest,13,/Volumes/BrokeExt/NICHE/rail-berkeley_softlearning/softlearning/distributions/bijectors/real_nvp_flow_test.py,"Class 'RealNVPFlowTest' has a high LCOM value of 1, indicating it may have multiple responsibilities."
rail-berkeley_softlearning.softlearning.environments.adapters,dm_control_adapter,Rebellious hierarchy,DmControlAdapter,72,/Volumes/BrokeExt/NICHE/rail-berkeley_softlearning/softlearning/environments/adapters/dm_control_adapter.py,"Class 'DmControlAdapter' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: seed, unwrapped."
rail-berkeley_softlearning.softlearning.environments.adapters,gym_adapter,Rebellious hierarchy,GymAdapter,47,/Volumes/BrokeExt/NICHE/rail-berkeley_softlearning/softlearning/environments/adapters/gym_adapter.py,"Class 'GymAdapter' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: seed, unwrapped."
rail-berkeley_softlearning.softlearning.environments.adapters,robosuite_adapter,Rebellious hierarchy,RobosuiteAdapter,37,/Volumes/BrokeExt/NICHE/rail-berkeley_softlearning/softlearning/environments/adapters/robosuite_adapter.py,"Class 'RobosuiteAdapter' potentially exhibits a rebellious hierarchy; following method(s) rejects the superclass methods: seed, unwrapped."
rail-berkeley_softlearning.softlearning.environments.adapters,softlearning_env_test,Multifaceted abstraction,AdapterTestClass,5,/Volumes/BrokeExt/NICHE/rail-berkeley_softlearning/softlearning/environments/adapters/softlearning_env_test.py,"Class 'AdapterTestClass' has a high LCOM value of 1, indicating it may have multiple responsibilities."
