Package,Module,Class,LOC,WMC,NOM,NOPM,NOF,NOPF,LCOM,Fan-in,Fan-out
LPDI-EPFL_masif.comparison.masif_ligand,copy_dataset,,0,0,0,0,8,8,-1,0,0
LPDI-EPFL_masif.comparison.masif_ligand,make_probis_srfs,,0,0,0,0,15,15,-1,0,0
LPDI-EPFL_masif.comparison.masif_ligand,parse_json_tmscore_rocauc,,31,8,1,1,43,43,0,0,0
LPDI-EPFL_masif.comparison.masif_ligand.Kripo,add_pdb_header,,0,0,0,0,4,4,-1,0,0
LPDI-EPFL_masif.comparison.masif_ligand.Kripo,compare_test_training,,0,0,0,0,3,3,-1,0,0
LPDI-EPFL_masif.comparison.masif_ligand.Kripo.similarity_results,generate_ROCs,,17,4,1,1,32,32,0,0,0
LPDI-EPFL_masif.comparison.masif_ligand.Kripo.test_set,generate_fingerprints_multithreaded,,18,1,1,1,5,5,0,0,0
LPDI-EPFL_masif.comparison.masif_ligand.Kripo.training_set,generate_fingerprints_multithreaded,,18,1,1,1,5,5,0,0,0
LPDI-EPFL_masif.comparison.masif_ligand.data.pocket_to_pocket_align,get_split,,0,0,0,0,6,6,-1,0,0
LPDI-EPFL_masif.comparison.masif_ligand.data.pocket_to_pocket_align,pocket_to_pocket_align,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.comparison.masif_ligand.masif_pred.test_set_predictions,make_pocket_names,,0,0,0,0,17,17,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search.patchdock,countPatchDockPoses,,0,0,0,0,16,16,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search.patchdock,evalPatchDock,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search.patchdock,process_times,,0,0,0,0,3,3,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search.patchdock,runPatchDockBenchmark,,0,0,0,0,44,44,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search.zdock,eval_zdock,,31,3,1,1,18,18,0,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search.zdock,parse_results,,0,0,0,0,8,8,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search.zdock.util,compute_blocked_res_list,,0,0,0,0,28,28,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search.zrank,eval_zrank,,31,3,1,1,19,19,0,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search.zrank,parse_results,,0,0,0,0,8,8,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search_ub.patchdock,evalPatchDock,,23,3,1,1,31,31,0,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search_ub.patchdock,process_times,,0,0,0,0,3,3,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search_ub.patchdock,runPatchDockBenchmark,,0,0,0,0,44,44,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search_ub.patchdock,sum_time,,0,0,0,0,3,3,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search_ub.zdock,eval_zdock,,31,3,1,1,18,18,0,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search_ub.zdock,parse_results,,0,0,0,0,8,8,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search_ub.zdock.util,compute_blocked_res_list,,0,0,0,0,28,28,-1,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search_ub.zrank,eval_zrank,,31,3,1,1,19,19,0,0,0
LPDI-EPFL_masif.comparison.masif_ppi_search_ub.zrank,parse_results,,0,0,0,0,8,8,-1,0,0
LPDI-EPFL_masif.comparison.masif_site.masif_vs_sppider.intpred_pred,make_intpred_pdbs,,23,4,1,1,12,12,0,0,0
LPDI-EPFL_masif.comparison.masif_site.masif_vs_sppider.psiver_pred,make_psiver_pdbs,,25,4,1,1,11,11,0,0,0
LPDI-EPFL_masif.data.masif_pdl1_benchmark.nn_models,__init__,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.data.masif_pdl1_benchmark.nn_models.all_feat_3l,__init__,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.data.masif_pdl1_benchmark.nn_models.all_feat_3l,custom_params,,0,0,0,0,6,6,-1,0,0
LPDI-EPFL_masif.data.masif_pdl1_benchmark.nn_models.sc05,__init__,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.data.masif_pdl1_benchmark.nn_models.sc05,custom_params,,0,0,0,0,8,8,-1,0,0
LPDI-EPFL_masif.data.masif_pdl1_benchmark.nn_models.sc05.all_feat,__init__,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.data.masif_pdl1_benchmark.nn_models.sc05.all_feat,custom_params,,0,0,0,0,5,5,-1,0,0
LPDI-EPFL_masif.data.masif_pdl1_benchmark.nn_models.sc05.all_feat.model_data,compute_roc_auc,,0,0,0,0,4,4,-1,0,0
LPDI-EPFL_masif.data.masif_peptides.lists,process_bc_out,,0,0,0,0,3,3,-1,0,0
LPDI-EPFL_masif.data.masif_peptides.nn_models,__init__,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.data.masif_peptides.nn_models.all_feat_1l,__init__,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.data.masif_peptides.nn_models.all_feat_1l,custom_params,,0,0,0,0,5,5,-1,0,0
LPDI-EPFL_masif.data.masif_peptides.nn_models.all_feat_3l,__init__,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.data.masif_peptides.nn_models.all_feat_3l,custom_params,,0,0,0,0,6,6,-1,0,0
LPDI-EPFL_masif.data.masif_peptides.nn_models.hbond_only,__init__,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.data.masif_peptides.nn_models.hbond_only,custom_params,,0,0,0,0,4,4,-1,0,0
LPDI-EPFL_masif.data.masif_peptides.nn_models.hphob_only,__init__,,0,0,0,0,0,0,-1,0,0
LPDI-EPFL_masif.data.masif_peptides.nn_models.hphob_only,custom_params,,0,0,0,0,5,5,-1,0,0
