Package,Module,Smell,Class/Module,Line no,File,Details
facebookresearch_pyrobot.examples.visual_nav_cmp,tf_utils,Multifaceted abstraction,tf_utils,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/examples/visual_nav_cmp/tf_utils.py,"Class 'tf_utils' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_pyrobot.robots.LoCoBot.locobot_control.nodes,pointrobot3factor_ros_server,Broken modularization,Parameters,312,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/robots/LoCoBot/locobot_control/nodes/pointrobot3factor_ros_server.py,Class 'Parameters' contains only data members without any method implementations.
facebookresearch_pyrobot.robots.LoCoBot.locobot_control.nodes,pointrobot3factor_ros_server,Multifaceted abstraction,pointrobot3factor_ros_server,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/robots/LoCoBot/locobot_control/nodes/pointrobot3factor_ros_server.py,"Class 'pointrobot3factor_ros_server' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_pyrobot.src.pyrobot,core,Broken modularization,Robot,43,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/src/pyrobot/core.py,Class 'Robot' contains only data members without any method implementations.
facebookresearch_pyrobot.src.pyrobot,core,Insufficient modularization,Arm,430,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/src/pyrobot/core.py,"Class 'Arm' is insufficiently modularized with NOPM: 21, WMC: 94, NOM: 31."
facebookresearch_pyrobot.src.pyrobot,core,Insufficient modularization,core,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/src/pyrobot/core.py,"Module 'core' is insufficiently modularized with NOPM: 0, WMC: 135, NOM: 0."
facebookresearch_pyrobot.src.pyrobot.locobot,base_control_utils,Broken modularization,LocalActionStatus,994,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/src/pyrobot/locobot/base_control_utils.py,Class 'LocalActionStatus' contains only data members without any method implementations.
facebookresearch_pyrobot.src.pyrobot.locobot,base_control_utils,Insufficient modularization,base_control_utils,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/src/pyrobot/locobot/base_control_utils.py,"Module 'base_control_utils' is insufficiently modularized with NOPM: 14, WMC: 103, NOM: 15."
facebookresearch_pyrobot.src.pyrobot.locobot,base_controllers,Broken modularization,base_controllers,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/src/pyrobot/locobot/base_controllers.py,Module 'base_controllers' contains only data members without any method implementations.
facebookresearch_pyrobot.src.pyrobot.locobot,bicycle_model,Multifaceted abstraction,bicycle_model,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/src/pyrobot/locobot/bicycle_model.py,"Class 'bicycle_model' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_pyrobot.src.pyrobot.utils,util,Multifaceted abstraction,util,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/src/pyrobot/utils/util.py,"Class 'util' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_pyrobot.tests,test_arm_controls,Multifaceted abstraction,test_arm_controls,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/tests/test_arm_controls.py,"Class 'test_arm_controls' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_pyrobot.tests,test_arm_utils,Multifaceted abstraction,test_arm_utils,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/tests/test_arm_utils.py,"Class 'test_arm_utils' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_pyrobot.tests,test_base_velocity_control,Multifaceted abstraction,test_base_velocity_control,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/tests/test_base_velocity_control.py,"Class 'test_base_velocity_control' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_pyrobot.tests,test_camera,Multifaceted abstraction,test_camera,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/tests/test_camera.py,"Class 'test_camera' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_pyrobot.tests,test_habitat_locobot,Multifaceted abstraction,test_habitat_locobot,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/tests/test_habitat_locobot.py,"Class 'test_habitat_locobot' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_pyrobot.tests,test_make_robots,Multifaceted abstraction,test_make_robots,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/tests/test_make_robots.py,"Class 'test_make_robots' has a high LCOM value of 1, indicating it may have multiple responsibilities."
facebookresearch_pyrobot.tests,test_pyrobot_classes,Multifaceted abstraction,test_pyrobot_classes,1,/Volumes/BrokeExt/NICHE/facebookresearch_pyrobot/tests/test_pyrobot_classes.py,"Class 'test_pyrobot_classes' has a high LCOM value of 1, indicating it may have multiple responsibilities."
